id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,writing_score,reading_score
552,Manikya,Gole,manikya.gole276@yahoo.com,Male,No,11,No,4.9,Engineer,23,5,0,6,84,95,41,Group D,Some college,Standard,Completed,27,36
834,Manjari,Choudhry,manjari.choudhry562@gmail.com,Male,Yes,14,Yes,2.3,Civil Servant,33,29,30,7,82,87,71,Group B,Associate degree,Standard,,3,6
204,Pari,Venkataraman,pari.venkataraman897@gmail.com,Male,Yes,7,Yes,9.1,Scientist,90,25,35,47,59,64,50,Group A,High school,Free/reduced,Completed,81,15
631,Pari,Tara,pari.tara880@outlook.com,Female,Yes,13,Yes,12.7,Doctor,18,95,84,30,21,65,94,Group B,Associate degree,Free/reduced,Completed,89,69
94,Nayantara,Garde,nayantara.garde377@outlook.com,Female,No,2,No,1.6,Entrepreneur,23,69,37,41,13,10,41,Group C,Associate degree,Free/reduced,,84,37
559,Gokul,Ray,gokul.ray2@outlook.com,Male,No,20,No,6.5,Teacher,70,33,92,17,52,78,37,Group A,Some college,Standard,Completed,41,7
69,Nayantara,Karnik,nayantara.karnik438@yahoo.com,Female,No,11,Yes,13.7,Artist,8,11,10,11,55,12,95,Group B,Bachelorâ€™s degree,Standard,Completed,94,47
623,Arnav,Walia,arnav.walia819@yahoo.com,Male,Yes,14,Yes,4.3,Civil Servant,75,15,6,62,39,0,55,Group A,Some high school,Free/reduced,,45,84
285,Oorja,Venkatesh,oorja.venkatesh753@gmail.com,Female,Yes,15,No,13.6,Scientist,41,20,80,93,5,95,70,Group C,Associate degree,Free/reduced,,66,15
845,Vidur,Karan,vidur.karan841@yahoo.com,Female,Yes,11,No,14.5,Entrepreneur,18,41,94,81,44,52,22,Group C,Associate degree,Free/reduced,Completed,74,51
435,Anay,Hegde,anay.hegde433@gmail.com,Female,Yes,5,Yes,14.8,Artist,62,60,2,57,74,31,25,Group D,Some high school,Free/reduced,,37,72
154,Kanav,Batta,kanav.batta602@gmail.com,Female,No,11,No,12.3,Civil Servant,86,90,38,78,75,10,86,Group A,High school,Free/reduced,,17,40
76,Keya,Iyengar,keya.iyengar990@yahoo.com,Male,Yes,19,No,16.6,Scientist,11,55,13,31,55,75,51,Group D,Some college,Free/reduced,,67,10
731,Samar,Rattan,samar.rattan887@yahoo.com,Female,Yes,16,No,3.5,Artist,1,85,8,43,28,39,26,Group C,Bachelorâ€™s degree,Standard,,28,19
447,Suhana,Thakur,suhana.thakur400@outlook.com,Female,Yes,16,No,4.3,Entrepreneur,70,39,66,43,96,81,20,Group E,Bachelorâ€™s degree,Free/reduced,,2,3
189,Ivana,Sahota,ivana.sahota601@gmail.com,Female,No,9,No,2.7,Doctor,93,55,81,62,83,40,22,Group E,Some college,Standard,,90,71
272,Pihu,Dash,pihu.dash820@outlook.com,Male,Yes,15,Yes,3.5,Artist,17,80,66,68,92,40,100,Group C,Bachelorâ€™s degree,Standard,Completed,62,38
237,Ishita,Doctor,ishita.doctor41@gmail.com,Male,No,19,Yes,15.5,Teacher,78,84,38,62,73,70,45,Group C,Bachelorâ€™s degree,Standard,,9,100
488,Shlok,Ahuja,shlok.ahuja348@gmail.com,Female,No,13,No,15.3,Teacher,68,38,41,75,2,72,100,Group B,Some college,Free/reduced,Completed,4,17
118,Aradhya,Tandon,aradhya.tandon280@gmail.com,Female,Yes,10,Yes,14.6,Teacher,32,91,23,1,94,43,37,Group B,High school,Free/reduced,Completed,72,86
944,Hansh,Mall,hansh.mall163@gmail.com,Female,Yes,13,Yes,7.4,Teacher,67,55,27,13,39,99,32,Group A,Associate degree,Free/reduced,Completed,10,59
513,Sumer,Sur,sumer.sur72@outlook.com,Male,No,16,No,13.1,Teacher,55,21,22,47,23,90,17,Group B,Bachelorâ€™s degree,Standard,Completed,25,62
826,Pari,Shere,pari.shere650@yahoo.com,Female,No,17,No,11.5,Scientist,89,24,16,41,100,80,73,Group E,Bachelorâ€™s degree,Standard,,29,90
592,Jayant,Majumdar,jayant.majumdar684@yahoo.com,Male,No,6,Yes,15.5,Entrepreneur,48,14,25,60,15,44,59,Group D,Some high school,Free/reduced,,52,82
127,Tanya,Sethi,tanya.sethi613@outlook.com,Female,Yes,7,Yes,8.0,Doctor,69,27,96,99,7,17,64,Group E,Some college,Free/reduced,,37,29
117,Dharmajan,Setty,dharmajan.setty904@gmail.com,Female,Yes,12,No,3.7,Teacher,37,4,1,38,72,77,13,Group D,Masterâ€™s degree,Free/reduced,,42,36
474,Saanvi,Chaudhary,saanvi.chaudhary141@gmail.com,Male,Yes,4,No,11.7,Entrepreneur,83,96,45,39,74,69,99,Group D,Some college,Free/reduced,Completed,18,18
694,Aarav,Dhaliwal,aarav.dhaliwal920@outlook.com,Female,Yes,18,No,10.3,Teacher,51,53,85,85,7,8,24,Group B,Masterâ€™s degree,Free/reduced,,97,64
58,Madhup,Sani,madhup.sani586@yahoo.com,Female,No,9,Yes,19.6,Teacher,50,35,1,72,87,99,95,Group D,Some college,Standard,Completed,6,77
864,Raghav,Chandran,raghav.chandran94@outlook.com,Female,No,10,Yes,5.0,Scientist,34,36,76,65,29,40,41,Group B,Some college,Free/reduced,,30,72
913,Mahika,Borah,mahika.borah372@gmail.com,Male,Yes,8,No,6.4,Engineer,23,73,27,74,10,29,6,Group E,Bachelorâ€™s degree,Standard,Completed,35,39
370,Neysa,Sankaran,neysa.sankaran395@outlook.com,Male,No,16,Yes,5.9,Civil Servant,34,89,78,69,73,26,100,Group E,Some college,Standard,Completed,87,10
269,Yashvi,Vasa,yashvi.vasa769@outlook.com,Male,Yes,1,No,9.6,Entrepreneur,4,64,44,50,87,99,22,Group E,Associate degree,Free/reduced,,58,15
47,Tushar,Goel,tushar.goel591@gmail.com,Female,Yes,15,No,18.3,Doctor,74,55,81,62,11,60,44,Group C,Masterâ€™s degree,Standard,,52,42
350,Yashvi,Shah,yashvi.shah918@gmail.com,Male,Yes,8,No,9.3,Engineer,81,58,35,98,54,88,85,Group C,Some college,Standard,,98,98
196,Saksham,Balakrishnan,saksham.balakrishnan84@yahoo.com,Female,Yes,9,No,9.4,Teacher,33,11,82,69,49,23,47,Group B,Associate degree,Standard,Completed,48,47
1000,Adah,Bhakta,adah.bhakta334@gmail.com,Male,Yes,16,No,7.6,Teacher,70,30,93,13,50,6,70,Group D,Some high school,Free/reduced,,23,91
835,Neelofar,Balay,neelofar.balay777@gmail.com,Male,Yes,4,No,6.5,Civil Servant,81,85,50,2,65,97,37,Group D,Bachelorâ€™s degree,Standard,,63,3
737,Piya,Dhawan,piya.dhawan775@gmail.com,Male,No,0,No,17.9,Entrepreneur,60,63,20,22,8,97,55,Group A,Associate degree,Free/reduced,,86,38
264,Tushar,Manne,tushar.manne987@yahoo.com,Female,Yes,19,Yes,9.1,Artist,73,0,33,22,52,64,13,Group E,Some college,Free/reduced,,71,9
444,Shaan,Ganguly,shaan.ganguly424@yahoo.com,Female,No,16,No,18.9,Artist,18,98,1,91,66,8,10,Group D,High school,Free/reduced,,43,40
676,Farhan,Kashyap,farhan.kashyap866@gmail.com,Male,Yes,16,No,15.8,Engineer,20,36,38,3,29,80,98,Group A,Some college,Standard,Completed,88,31
305,Heer,Gandhi,heer.gandhi20@yahoo.com,Male,No,7,No,10.2,Teacher,12,40,62,76,68,11,23,Group D,Bachelorâ€™s degree,Standard,,25,64
342,Reyansh,Cheema,reyansh.cheema646@outlook.com,Female,Yes,20,No,12.3,Scientist,68,99,1,60,58,65,60,Group C,Associate degree,Free/reduced,Completed,73,93
967,Pari,Rout,pari.rout627@outlook.com,Male,No,2,No,12.6,Engineer,94,41,6,58,52,99,22,Group B,Bachelorâ€™s degree,Free/reduced,Completed,80,66
150,Kaira,Mani,kaira.mani401@yahoo.com,Female,Yes,11,Yes,9.7,Scientist,53,10,14,93,18,44,39,Group B,Bachelorâ€™s degree,Free/reduced,Completed,43,58
125,Mahika,Kakar,mahika.kakar670@yahoo.com,Male,Yes,5,No,10.6,Teacher,28,0,96,2,38,59,86,Group D,Bachelorâ€™s degree,Free/reduced,,92,69
787,Reyansh,Soni,reyansh.soni724@gmail.com,Female,Yes,14,Yes,12.4,Entrepreneur,15,39,37,13,44,87,23,Group B,Some high school,Free/reduced,,75,66
51,Devansh,Ramanathan,devansh.ramanathan468@outlook.com,Male,Yes,12,Yes,18.4,Entrepreneur,95,17,8,35,98,53,43,Group C,Some high school,Free/reduced,Completed,100,64
354,Myra,Rao,myra.rao581@outlook.com,Male,No,10,No,8.0,Teacher,82,11,46,68,43,10,58,Group C,Masterâ€™s degree,Standard,,97,98
928,Madhav,Kale,madhav.kale811@outlook.com,Female,Yes,1,No,13.8,Entrepreneur,21,84,96,89,93,0,62,Group C,Some high school,Standard,,27,52
143,Arhaan,Vasa,arhaan.vasa92@yahoo.com,Male,Yes,19,No,17.3,Engineer,37,52,49,99,10,92,71,Group E,High school,Free/reduced,,31,73
471,Anay,Dugal,anay.dugal998@gmail.com,Male,Yes,12,No,17.8,Teacher,8,100,16,7,56,7,38,Group D,Some high school,Standard,,78,80
400,Reyansh,Dalal,reyansh.dalal488@outlook.com,Female,Yes,16,Yes,7.8,Artist,75,48,78,86,45,98,36,Group A,Bachelorâ€™s degree,Standard,,41,7
626,Ojas,Arya,ojas.arya88@yahoo.com,Female,No,17,Yes,7.5,Civil Servant,55,12,17,67,56,88,40,Group C,Associate degree,Free/reduced,Completed,64,87
321,Piya,Sem,piya.sem627@gmail.com,Male,Yes,18,Yes,9.7,Teacher,77,100,90,36,54,77,40,Group E,Bachelorâ€™s degree,Free/reduced,,33,67
20,Zara,Buch,zara.buch166@outlook.com,Female,No,17,No,11.2,Engineer,9,88,19,69,4,47,74,Group D,High school,Standard,Completed,70,18
810,Damini,Deshpande,damini.deshpande994@yahoo.com,Male,No,10,Yes,17.7,Engineer,22,17,79,38,86,50,19,Group B,Masterâ€™s degree,Free/reduced,Completed,14,85
791,Myra,Chandran,myra.chandran541@gmail.com,Male,Yes,2,No,17.8,Teacher,73,69,22,82,40,94,6,Group A,Some college,Free/reduced,,68,3
809,Tejas,Lanka,tejas.lanka680@gmail.com,Male,No,3,Yes,2.7,Artist,60,48,61,21,98,2,75,Group D,Bachelorâ€™s degree,Standard,Completed,88,46
408,Chirag,Johal,chirag.johal433@outlook.com,Female,Yes,6,Yes,5.5,Engineer,33,35,84,70,22,82,5,Group A,Some high school,Standard,Completed,92,62
538,Purab,Dua,purab.dua565@yahoo.com,Female,Yes,1,Yes,6.4,Civil Servant,49,23,44,94,86,100,68,Group D,Associate degree,Standard,Completed,70,76
621,Bhamini,Kanda,bhamini.kanda982@outlook.com,Female,Yes,8,No,17.8,Artist,75,53,35,39,24,5,74,Group C,Bachelorâ€™s degree,Standard,Completed,66,89
39,Nitara,Comar,nitara.comar459@gmail.com,Female,Yes,9,Yes,8.1,Doctor,39,84,74,47,60,70,67,Group E,Some college,Free/reduced,Completed,44,54
176,Abram,Batra,abram.batra567@yahoo.com,Male,Yes,11,Yes,5.8,Civil Servant,38,94,79,31,59,47,75,Group B,Masterâ€™s degree,Standard,,63,98
246,Lagan,Sankar,lagan.sankar975@yahoo.com,Female,No,4,Yes,2.0,Entrepreneur,8,24,40,62,57,42,78,Group E,High school,Free/reduced,Completed,84,39
829,Navya,Grewal,navya.grewal981@outlook.com,Male,Yes,9,Yes,14.7,Doctor,67,64,36,31,48,54,89,Group C,High school,Standard,Completed,1,38
668,Gatik,Atwal,gatik.atwal646@outlook.com,Female,Yes,10,Yes,8.7,Teacher,66,40,24,71,84,80,4,Group A,High school,Standard,Completed,81,80
755,Manjari,Virk,manjari.virk179@outlook.com,Male,Yes,5,No,17.6,Engineer,100,20,3,63,26,39,51,Group C,Bachelorâ€™s degree,Free/reduced,,80,47
859,Taran,Bawa,taran.bawa381@gmail.com,Male,Yes,3,No,11.7,Engineer,38,17,40,31,61,27,24,Group D,Associate degree,Standard,,84,60
155,Divit,Sahni,divit.sahni383@outlook.com,Male,Yes,16,No,8.4,Doctor,73,49,54,23,62,81,68,Group B,Bachelorâ€™s degree,Standard,Completed,88,82
288,Indranil,Subramaniam,indranil.subramaniam325@outlook.com,Male,No,14,Yes,0.4,Artist,45,92,17,32,5,62,90,Group C,Bachelorâ€™s degree,Free/reduced,,56,71
603,Prerak,Subramaniam,prerak.subramaniam31@gmail.com,Female,Yes,10,No,15.8,Scientist,31,9,27,84,47,47,18,Group A,Some high school,Free/reduced,,99,40
570,Kashvi,Rau,kashvi.rau3@gmail.com,Female,Yes,11,No,19.2,Engineer,7,44,46,99,17,37,58,Group D,High school,Standard,,18,70
744,Rohan,Zacharia,rohan.zacharia449@gmail.com,Male,No,18,No,11.1,Civil Servant,37,88,2,17,98,98,8,Group C,Some college,Free/reduced,,100,89
18,Ranbir,Tailor,ranbir.tailor379@yahoo.com,Male,Yes,14,No,12.2,Civil Servant,83,67,1,85,70,38,84,Group C,Some high school,Standard,,13,17
128,Prisha,Chaudhry,prisha.chaudhry898@gmail.com,Female,Yes,13,No,5.5,Entrepreneur,75,94,22,80,86,54,71,Group C,Masterâ€™s degree,Free/reduced,Completed,63,6
323,Oorja,Chaudhari,oorja.chaudhari342@yahoo.com,Male,Yes,0,Yes,13.8,Scientist,8,39,38,64,70,41,98,Group C,Some college,Free/reduced,,0,14
256,Ishaan,Shanker,ishaan.shanker945@yahoo.com,Female,Yes,7,No,7.7,Engineer,2,25,66,64,87,53,19,Group B,Associate degree,Standard,,77,12
658,Zain,Bala,zain.bala676@outlook.com,Female,No,10,No,3.9,Entrepreneur,37,31,42,31,98,46,29,Group A,Masterâ€™s degree,Standard,Completed,58,40
965,Jhanvi,Sinha,jhanvi.sinha258@gmail.com,Male,No,12,Yes,4.8,Civil Servant,98,39,65,34,80,5,3,Group B,Some high school,Standard,Completed,21,61
191,Indrans,Chandran,indrans.chandran340@outlook.com,Male,Yes,7,No,19.6,Doctor,81,11,90,85,81,93,42,Group C,High school,Standard,,57,1
116,Jiya,Baral,jiya.baral417@outlook.com,Male,No,15,Yes,15.1,Scientist,41,36,82,7,98,11,83,Group E,Masterâ€™s degree,Standard,,73,29
617,Anahita,Sankaran,anahita.sankaran175@yahoo.com,Male,Yes,5,Yes,6.6,Artist,18,1,85,60,54,42,2,Group A,High school,Standard,Completed,22,33
607,Aarna,Bhandari,aarna.bhandari772@yahoo.com,Female,No,2,No,9.9,Engineer,50,38,89,58,63,82,15,Group A,Some high school,Standard,,47,79
181,Yakshit,Zacharia,yakshit.zacharia152@gmail.com,Female,Yes,11,No,10.3,Teacher,38,33,22,3,51,57,71,Group B,Some high school,Free/reduced,,95,70
302,Ranbir,Gill,ranbir.gill353@outlook.com,Female,Yes,9,Yes,19.8,Entrepreneur,56,79,18,56,5,29,25,Group B,Masterâ€™s degree,Standard,,87,47
760,Anahi,Ray,anahi.ray814@gmail.com,Male,Yes,0,Yes,12.7,Civil Servant,30,20,50,41,1,73,61,Group B,Masterâ€™s degree,Free/reduced,Completed,61,44
713,Nehmat,Borra,nehmat.borra649@yahoo.com,Male,No,8,No,19.4,Teacher,79,31,93,67,72,58,5,Group C,Some high school,Standard,,9,41
724,Vardaniya,Deo,vardaniya.deo960@outlook.com,Female,Yes,10,Yes,5.9,Engineer,26,73,59,58,31,87,77,Group B,Associate degree,Standard,Completed,56,30
686,Kismat,Kumar,kismat.kumar359@outlook.com,Male,Yes,11,Yes,18.6,Scientist,36,54,74,93,39,47,79,Group C,Bachelorâ€™s degree,Standard,,98,51
980,Aniruddh,Bath,aniruddh.bath291@yahoo.com,Male,No,20,No,19.2,Civil Servant,4,88,83,56,11,45,22,Group D,Associate degree,Free/reduced,Completed,30,69
518,Aayush,Kuruvilla,aayush.kuruvilla654@yahoo.com,Male,Yes,20,No,17.5,Civil Servant,94,41,86,56,29,77,62,Group E,Some high school,Free/reduced,Completed,51,94
985,Tushar,Dugal,tushar.dugal851@gmail.com,Female,Yes,17,Yes,6.8,Doctor,33,10,87,87,41,23,68,Group D,High school,Free/reduced,Completed,97,43
46,Tejas,Bumb,tejas.bumb480@outlook.com,Male,No,12,No,10.0,Artist,56,10,76,5,55,94,41,Group A,Some high school,Standard,,77,32
910,Ayesha,Sawhney,ayesha.sawhney193@gmail.com,Female,No,0,No,13.0,Artist,95,0,40,59,10,17,12,Group E,Some high school,Standard,Completed,76,66
158,Anahita,Venkatesh,anahita.venkatesh794@outlook.com,Female,No,17,Yes,15.2,Artist,69,27,54,13,94,83,96,Group A,Associate degree,Free/reduced,Completed,31,38
852,Divyansh,Thaman,divyansh.thaman972@outlook.com,Female,No,0,No,0.8,Artist,97,11,60,32,69,11,10,Group A,Associate degree,Free/reduced,Completed,31,92
172,Zara,Venkataraman,zara.venkataraman119@yahoo.com,Female,Yes,9,Yes,2.4,Teacher,17,89,1,20,63,44,66,Group C,High school,Free/reduced,,66,100
17,Alia,Raja,alia.raja688@outlook.com,Male,No,14,No,18.6,Engineer,1,58,79,72,12,9,68,Group C,High school,Free/reduced,,27,64
512,Aradhya,Cherian,aradhya.cherian601@yahoo.com,Female,No,2,Yes,12.7,Civil Servant,44,18,34,95,26,95,50,Group A,High school,Free/reduced,,89,39
49,Priyansh,Sarna,priyansh.sarna193@outlook.com,Male,No,19,No,12.5,Civil Servant,6,26,34,70,16,36,56,Group A,Some high school,Standard,,89,62
972,Purab,Sarna,purab.sarna195@gmail.com,Male,No,2,No,6.1,Entrepreneur,6,92,21,74,41,6,18,Group E,Some high school,Standard,Completed,50,37
941,Adah,Bava,adah.bava55@yahoo.com,Female,Yes,7,No,12.0,Entrepreneur,71,58,79,45,100,2,98,Group E,High school,Standard,,79,99
516,Kimaya,Sarna,kimaya.sarna955@yahoo.com,Female,No,10,No,6.7,Teacher,43,40,30,46,85,51,48,Group C,Some college,Standard,,78,7
953,Reyansh,Rama,reyansh.rama622@outlook.com,Male,Yes,2,Yes,9.0,Scientist,43,53,9,11,32,4,89,Group C,High school,Free/reduced,,95,93
481,Zara,Bhasin,zara.bhasin215@outlook.com,Female,Yes,15,Yes,3.3,Artist,96,82,96,65,47,63,66,Group C,Masterâ€™s degree,Free/reduced,Completed,59,22
284,Zain,Suresh,zain.suresh273@yahoo.com,Male,Yes,17,No,3.6,Civil Servant,32,48,1,15,98,91,31,Group D,High school,Standard,,49,98
719,Eshani,Kari,eshani.kari640@outlook.com,Male,Yes,19,No,11.3,Artist,97,2,96,36,71,95,62,Group E,High school,Free/reduced,,30,48
878,Mehul,Gala,mehul.gala18@gmail.com,Male,Yes,2,Yes,5.4,Civil Servant,22,68,15,99,59,70,97,Group B,High school,Standard,,47,92
226,Prerak,Bhatti,prerak.bhatti510@outlook.com,Male,Yes,3,No,8.2,Entrepreneur,70,0,11,77,79,81,38,Group B,Masterâ€™s degree,Free/reduced,Completed,65,71
27,Taimur,Vaidya,taimur.vaidya689@yahoo.com,Male,Yes,6,Yes,0.5,Doctor,60,78,98,9,58,53,80,Group D,Associate degree,Free/reduced,,73,24
955,Ehsaan,Mani,ehsaan.mani533@gmail.com,Male,No,12,No,17.7,Engineer,97,3,49,19,87,58,9,Group B,Some high school,Standard,,41,95
438,Dharmajan,Rout,dharmajan.rout481@yahoo.com,Male,No,7,Yes,11.8,Teacher,43,77,91,84,59,16,37,Group D,Associate degree,Free/reduced,Completed,92,91
952,Saira,Bal,saira.bal319@outlook.com,Male,Yes,3,No,2.2,Scientist,28,29,50,67,61,43,3,Group D,High school,Standard,,75,17
365,Mohanlal,Mani,mohanlal.mani951@outlook.com,Male,No,5,No,7.5,Artist,92,24,80,45,34,25,42,Group E,Some high school,Free/reduced,,16,4
230,Raunak,Brar,raunak.brar859@outlook.com,Female,No,16,Yes,13.8,Doctor,93,16,13,49,84,76,77,Group D,Associate degree,Standard,Completed,41,64
38,Darshit,Bajaj,darshit.bajaj500@gmail.com,Male,No,8,No,5.6,Entrepreneur,89,35,71,1,66,24,10,Group D,Associate degree,Standard,Completed,30,92
966,Misha,Rana,misha.rana930@yahoo.com,Female,Yes,1,Yes,16.7,Civil Servant,49,64,25,9,10,85,24,Group A,Some high school,Standard,Completed,78,42
375,Aarna,Choudhary,aarna.choudhary422@outlook.com,Female,No,20,No,9.7,Teacher,89,67,70,56,58,38,72,Group B,Some college,Standard,Completed,16,39
470,Emir,Mann,emir.mann254@gmail.com,Female,No,7,No,16.7,Civil Servant,42,66,30,9,99,76,79,Group A,Masterâ€™s degree,Free/reduced,,56,97
968,Ivana,Arya,ivana.arya52@outlook.com,Male,No,7,No,5.4,Artist,56,56,76,36,50,20,7,Group B,Masterâ€™s degree,Free/reduced,Completed,91,57
851,Zeeshan,Sagar,zeeshan.sagar384@gmail.com,Female,No,13,No,12.7,Entrepreneur,5,86,62,4,63,40,44,Group D,Associate degree,Standard,Completed,3,32
705,Nakul,Mangal,nakul.mangal353@gmail.com,Male,No,17,No,14.0,Artist,85,48,59,90,31,97,12,Group C,High school,Free/reduced,Completed,49,16
842,Bhamini,Bhardwaj,bhamini.bhardwaj179@gmail.com,Female,Yes,2,Yes,9.1,Entrepreneur,88,71,34,34,2,89,72,Group B,High school,Standard,Completed,61,8
195,Biju,Shenoy,biju.shenoy99@gmail.com,Male,No,18,No,3.1,Scientist,0,54,11,37,84,80,76,Group A,Some high school,Standard,,61,25
855,Arhaan,Sant,arhaan.sant992@gmail.com,Male,Yes,15,No,5.0,Artist,99,95,83,22,98,48,5,Group B,Some college,Free/reduced,,38,23
865,Gatik,Vala,gatik.vala531@outlook.com,Female,No,8,No,12.0,Teacher,84,24,98,78,100,17,98,Group B,Masterâ€™s degree,Free/reduced,Completed,88,37
504,Dhruv,Dewan,dhruv.dewan326@outlook.com,Female,Yes,16,No,13.0,Scientist,96,3,29,93,42,43,31,Group A,Masterâ€™s degree,Standard,,26,69
970,Rania,Deol,rania.deol69@gmail.com,Female,Yes,6,No,4.6,Doctor,40,45,91,21,25,44,51,Group E,Some high school,Free/reduced,,13,59
831,Mehul,Keer,mehul.keer724@outlook.com,Male,No,9,Yes,11.7,Scientist,2,15,6,41,70,61,47,Group D,Bachelorâ€™s degree,Standard,Completed,18,40
580,Urvi,Lal,urvi.lal147@yahoo.com,Male,Yes,15,Yes,9.1,Doctor,37,20,8,35,73,46,45,Group B,Masterâ€™s degree,Free/reduced,Completed,11,9
969,Mahika,Saha,mahika.saha611@gmail.com,Male,No,0,Yes,14.9,Artist,92,80,60,49,6,20,72,Group A,Some college,Standard,Completed,89,77
163,Samiha,Gara,samiha.gara507@yahoo.com,Male,No,9,No,10.9,Doctor,72,62,100,43,87,97,6,Group D,Some high school,Standard,,5,12
909,Piya,Bhagat,piya.bhagat195@outlook.com,Male,No,18,Yes,19.5,Teacher,29,84,99,63,71,98,58,Group C,High school,Standard,,49,41
153,Zara,Jani,zara.jani211@yahoo.com,Male,Yes,18,Yes,16.0,Entrepreneur,23,46,41,25,58,14,33,Group E,Masterâ€™s degree,Free/reduced,Completed,85,62
802,Tejas,Setty,tejas.setty294@outlook.com,Male,Yes,12,No,17.6,Scientist,94,2,55,38,18,5,58,Group E,High school,Free/reduced,,52,90
994,Nitara,Kala,nitara.kala341@gmail.com,Female,Yes,0,Yes,0.9,Civil Servant,39,47,81,29,75,82,29,Group B,Masterâ€™s degree,Standard,Completed,9,30
756,Vaibhav,Rao,vaibhav.rao340@gmail.com,Male,No,1,Yes,18.3,Engineer,69,48,97,76,92,67,21,Group A,Some college,Standard,,20,12
112,Faiyaz,Golla,faiyaz.golla532@gmail.com,Male,No,15,No,6.3,Doctor,58,68,43,69,45,86,98,Group C,Bachelorâ€™s degree,Free/reduced,,92,87
227,Stuvan,Wadhwa,stuvan.wadhwa846@gmail.com,Female,Yes,14,No,11.2,Entrepreneur,76,60,91,84,46,91,57,Group B,Some high school,Free/reduced,Completed,14,12
689,Darshit,Devi,darshit.devi310@outlook.com,Female,Yes,7,No,7.5,Artist,90,60,45,39,66,40,67,Group B,High school,Free/reduced,,10,77
104,Navya,Kulkarni,navya.kulkarni622@gmail.com,Female,No,10,No,19.5,Doctor,97,47,65,71,13,40,30,Group C,Associate degree,Standard,,59,15
422,Siya,Shah,siya.shah321@gmail.com,Male,Yes,15,No,15.0,Artist,36,33,78,97,33,66,40,Group C,Masterâ€™s degree,Free/reduced,,55,21
420,Vidur,Varkey,vidur.varkey754@outlook.com,Female,No,2,Yes,11.1,Engineer,42,30,60,45,77,85,76,Group A,Some high school,Free/reduced,Completed,90,95
751,Zain,Mandal,zain.mandal455@outlook.com,Male,Yes,12,Yes,8.9,Artist,25,26,98,48,75,15,11,Group E,Masterâ€™s degree,Standard,,22,64
587,Divyansh,Singh,divyansh.singh989@outlook.com,Male,No,11,No,16.5,Entrepreneur,100,76,25,9,92,85,74,Group C,Masterâ€™s degree,Free/reduced,,78,18
781,Raghav,Agrawal,raghav.agrawal489@outlook.com,Female,Yes,2,No,1.3,Teacher,35,72,32,93,3,91,76,Group B,Associate degree,Standard,Completed,62,55
673,Abram,Majumdar,abram.majumdar268@outlook.com,Female,No,13,No,16.2,Artist,51,33,6,34,62,93,28,Group A,Some college,Free/reduced,Completed,43,81
120,Hazel,Sinha,hazel.sinha710@gmail.com,Female,Yes,3,No,6.1,Artist,87,64,90,98,39,88,15,Group C,Bachelorâ€™s degree,Standard,,81,37
54,Nirvaan,Bumb,nirvaan.bumb77@yahoo.com,Male,No,10,No,13.0,Civil Servant,42,86,68,48,40,80,91,Group E,Some high school,Standard,,97,62
152,Vardaniya,Khalsa,vardaniya.khalsa574@yahoo.com,Female,No,7,No,12.6,Doctor,81,84,55,50,3,94,78,Group E,Associate degree,Free/reduced,,25,57
404,Hiran,Borra,hiran.borra272@gmail.com,Female,No,18,No,16.1,Entrepreneur,95,11,91,74,12,75,43,Group E,Bachelorâ€™s degree,Free/reduced,Completed,34,8
946,Jhanvi,Mand,jhanvi.mand316@yahoo.com,Female,No,9,Yes,15.4,Teacher,13,47,30,71,89,64,66,Group C,Masterâ€™s degree,Standard,Completed,22,35
208,Kavya,Rajan,kavya.rajan656@yahoo.com,Female,No,8,No,3.8,Entrepreneur,97,30,7,76,51,84,40,Group A,Masterâ€™s degree,Free/reduced,Completed,87,17
659,Kanav,Lad,kanav.lad371@gmail.com,Female,No,17,Yes,18.3,Teacher,61,77,29,57,100,53,29,Group E,High school,Free/reduced,,72,16
844,Heer,Bir,heer.bir987@gmail.com,Female,Yes,14,Yes,19.9,Engineer,72,55,71,89,62,29,91,Group C,Some college,Standard,Completed,95,6
763,Aayush,Yogi,aayush.yogi990@outlook.com,Male,Yes,12,Yes,2.8,Teacher,28,99,2,25,93,95,45,Group B,Bachelorâ€™s degree,Standard,Completed,67,76
9,Arhaan,Aurora,arhaan.aurora20@gmail.com,Female,No,9,Yes,1.2,Entrepreneur,10,10,93,62,8,97,68,Group B,Masterâ€™s degree,Free/reduced,,98,16
808,Hrishita,Vora,hrishita.vora297@yahoo.com,Male,Yes,17,Yes,18.0,Doctor,20,53,15,68,79,52,20,Group D,Masterâ€™s degree,Free/reduced,,71,70
37,Kartik,Sarraf,kartik.sarraf477@yahoo.com,Female,No,10,Yes,16.6,Engineer,35,57,31,96,59,72,78,Group C,Some high school,Free/reduced,Completed,85,48
453,Nehmat,Banerjee,nehmat.banerjee50@yahoo.com,Female,No,6,Yes,16.4,Artist,0,15,70,44,8,5,53,Group C,Bachelorâ€™s degree,Free/reduced,Completed,61,73
652,Ojas,Edwin,ojas.edwin676@yahoo.com,Female,Yes,3,No,11.4,Scientist,33,22,56,59,2,56,1,Group C,Associate degree,Standard,Completed,59,4
